Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Brad,2018-08-23 20:26:26,00:41:46,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 14,,Sony PS4,00:44:22,Not latest view,US (United States)
Brad,2018-08-23 19:48:23,00:38:00,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 13,,Sony PS4,00:40:36,Not latest view,US (United States)
Brad,2018-08-23 19:13:15,00:35:00,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 12,,Sony PS4,00:37:38,Not latest view,US (United States)
Brad,2018-08-23 18:36:47,00:36:25,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 11,,Sony PS4,00:39:03,Not latest view,US (United States)
Brad,2018-08-23 17:57:59,00:38:44,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 10,,Sony PS4,00:41:20,Not latest view,US (United States)
Brad,2018-08-23 17:16:01,00:41:53,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 9,,Sony PS4,00:41:53,Not latest view,US (United States)
Brad,2018-08-23 16:29:33,00:43:25,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 41,,Sony PS4,00:45:13,Not latest view,US (United States)
Brad,2018-08-23 15:46:37,00:42:50,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 40,,Sony PS4,00:44:28,Not latest view,US (United States)
Brad,2018-08-23 13:03:43,00:41:06,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 8,,Sony PS4,00:43:39,Not latest view,US (United States)
Brad,2018-08-23 12:20:52,00:42:36,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 39,,Sony PS4,00:44:12,Not latest view,US (United States)
Brad,2018-08-23 02:33:48,00:46:59,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 7,,Sony PS4,00:49:39,Not latest view,US (United States)
Brad,2018-08-23 01:46:48,00:45:21,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 6,,Sony PS4,00:47:37,Not latest view,US (United States)
Brad,2018-08-23 01:06:02,00:40:43,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 5,,Sony PS4,00:43:21,Not latest view,US (United States)
Brad,2018-08-23 00:27:32,00:38:19,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 4,,Sony PS4,00:40:57,Not latest view,US (United States)
Brad,2018-08-22 23:46:21,00:41:08,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 3,,Sony PS4,00:43:42,Not latest view,US (United States)
Brad,2018-08-22 23:08:59,00:37:18,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 2,,Sony PS4,00:39:48,Not latest view,US (United States)
Brad,2018-08-22 22:30:38,00:38:17,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 1,,Sony PS4,00:38:17,Not latest view,US (United States)
Brad,2018-08-22 21:42:54,00:40:48,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 38,,Sony PS4,00:42:36,00:42:36,US (United States)
Brad,2018-08-22 21:00:06,00:41:01,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 37,,Sony PS4,00:42:49,00:42:49,US (United States)
Brad,2018-08-22 20:19:11,00:40:52,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 36,,Sony PS4,00:42:40,00:42:40,US (United States)
Brad,2018-08-22 19:37:33,00:41:35,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 35,,Sony PS4,00:43:23,00:43:23,US (United States)
Brad,2018-08-22 19:21:29,00:16:02,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 34,,Sony PS4,00:43:40,00:43:40,US (United States)
Brad,2018-08-22 12:45:35,00:25:51,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 34,,Sony PS4,00:27:39,Not latest view,US (United States)
Brad,2018-08-22 12:05:03,00:40:28,,Meteor Garden: Season 1: Episode 33,,Sony PS4,00:42:10,00:42:10,US (United States)
Brad,2018-08-22 02:38:26,00:00:01,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 33,,Sony PS4,00:01:49,Not latest view,US (United States)
Brad,2018-08-22 01:57:21,00:41:01,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 32,,Sony PS4,00:42:49,00:42:49,US (United States)
Brad,2018-08-22 01:15:41,00:41:35,,Meteor Garden: Season 1: Episode 31,,Sony PS4,00:43:15,00:43:15,US (United States)
Brad,2018-08-21 01:11:27,00:42:08,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 26,,Sony PS4,00:43:56,00:43:56,US (United States)
Brad,2018-08-21 00:24:42,00:41:42,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 25,,Sony PS4,00:43:30,00:43:30,US (United States)
Brad,2018-08-20 23:43:09,00:41:22,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 24,,Sony PS4,00:43:20,00:43:20,US (United States)
Brad,2018-08-20 23:01:28,00:41:35,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 23,,Sony PS4,00:43:23,00:43:23,US (United States)
Brad,2018-08-20 22:20:10,00:41:14,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 22,,Sony PS4,00:43:02,00:43:02,US (United States)
Brad,2018-08-20 21:32:14,00:40:31,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 21,,Sony PS4,00:42:19,00:42:19,US (United States)
Brad,2018-08-20 20:49:32,00:42:29,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 20,,Sony PS4,00:44:19,00:44:19,US (United States)
Brad,2018-08-20 20:07:45,00:41:44,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 19,,Sony PS4,00:43:32,00:43:32,US (United States)
Brad,2018-08-20 18:42:34,00:40:48,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 18,,Sony PS4,00:42:36,00:42:36,US (United States)
Brad,2018-08-20 18:00:13,00:42:17,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 17,,Sony PS4,00:44:05,00:44:05,US (United States)
Brad,2018-08-20 17:17:44,00:42:26,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 16,,Sony PS4,00:44:14,00:44:14,US (United States)
Brad,2018-08-20 16:33:03,00:41:53,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 15,,Sony PS4,00:43:41,00:43:41,US (United States)
Brad,2018-08-20 15:49:49,00:43:10,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 14,,Sony PS4,00:44:58,00:44:58,US (United States)
Brad,2018-08-20 15:42:29,00:07:18,,Meteor Garden: Season 1: Episode 13,,Sony PS4,00:43:14,00:43:14,US (United States)
Brad,2018-08-20 13:23:49,00:34:26,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 13,,Sony PS4,00:35:56,Not latest view,US (United States)
Brad,2018-08-20 02:11:33,00:42:21,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 12,,Sony PS4,00:44:09,Not latest view,US (United States)
Brad,2018-08-20 01:29:47,00:41:42,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 11,,Sony PS4,00:43:30,Not latest view,US (United States)
Brad,2018-08-20 00:45:15,00:44:16,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 10,,Sony PS4,00:46:04,00:46:04,US (United States)
Brad,2018-08-20 00:01:45,00:43:26,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 9,,Sony PS4,00:45:14,00:45:14,US (United States)
Brad,2018-08-19 23:19:34,00:42:08,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 8,,Sony PS4,00:43:56,Not latest view,US (United States)
Brad,2018-08-19 22:35:23,00:42:14,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 7,,Sony PS4,00:44:02,Not latest view,US (United States)
Brad,2018-08-19 21:54:08,00:41:11,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 6,,Sony PS4,00:42:59,Not latest view,US (United States)
Brad,2018-08-19 21:12:58,00:41:06,,Meteor Garden: Season 1: Episode 5,,Sony PS4,00:42:54,Not latest view,US (United States)
Brad,2018-08-19 20:23:26,00:41:31,,Meteor Garden: Season 1: Episode 4,,Sony PS4,00:43:19,Not latest view,US (United States)
Brad,2018-08-19 19:38:18,00:42:34,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 3,,Sony PS4,00:43:32,Not latest view,US (United States)
Brad,2018-08-19 18:56:38,00:41:37,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 2,,Sony PS4,00:43:25,Not latest view,US (United States)
Brad,2018-08-19 18:09:36,00:42:54,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 1,,Sony PS4,00:42:54,Not latest view,US (United States)
Brad,2018-08-19 04:14:00,00:41:16,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 36,,Sony PS4,00:42:53,Not latest view,US (United States)
Brad,2018-08-19 03:10:28,01:03:17,,Boys Over Flowers: Volume 1: Episode 25,,Sony PS4,01:04:07,01:04:07,US (United States)
Brad,2018-08-19 02:08:54,01:01:29,,Boys Over Flowers: Volume 1: Episode 24,,Sony PS4,01:02:17,01:02:17,US (United States)
Brad,2018-08-19 01:04:55,01:03:54,,Boys Over Flowers: Volume 1: Episode 23,,Sony PS4,01:04:20,01:04:20,US (United States)
Brad,2018-08-19 00:02:43,01:02:11,,Boys Over Flowers: Volume 1: Episode 22,,Sony PS4,01:03:01,01:03:01,US (United States)
Brad,2018-08-18 23:00:17,01:02:25,,Boys Over Flowers: Volume 1: Episode 21,,Sony PS4,01:03:15,01:03:15,US (United States)
Brad,2018-08-18 21:57:31,01:02:41,,Boys Over Flowers: Volume 1: Episode 20,,Sony PS4,01:03:29,01:03:29,US (United States)
Brad,2018-08-18 20:53:05,01:02:50,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 19,,Sony PS4,01:03:40,01:03:40,US (United States)
Brad,2018-08-18 19:50:19,01:02:45,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 18,,Sony PS4,01:03:37,01:03:37,US (United States)
Brad,2018-08-18 18:46:08,01:04:09,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 17,,Sony PS4,01:04:59,01:04:59,US (United States)
Brad,2018-08-18 17:42:07,01:04:00,,Boys Over Flowers: Volume 1: Episode 16,,Sony PS4,01:04:50,01:04:50,US (United States)
Brad,2018-08-18 16:39:10,01:02:46,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 15,,Sony PS4,01:03:36,01:03:36,US (United States)
Brad,2018-08-18 15:36:31,01:02:38,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 14,,Sony PS4,01:03:28,01:03:28,US (United States)
Brad,2018-08-18 14:33:32,01:02:57,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 13,,Sony PS4,01:03:47,01:03:47,US (United States)
Brad,2018-08-18 13:30:35,01:02:56,,Boys Over Flowers: Volume 1: Episode 12,,Sony PS4,01:03:46,01:03:46,US (United States)
Brad,2018-08-18 12:28:53,01:01:40,,Boys Over Flowers: Volume 1: Episode 11,,Sony PS4,01:02:56,01:02:56,US (United States)
Brad,2018-08-18 11:36:28,00:52:02,,Boys Over Flowers: Volume 1: Episode 10,,iPhone SE,01:01:13,01:01:13,US (United States)
Brad,2018-08-18 11:35:16,00:00:35,,Boys Over Flowers: Volume 1: Episode 11,,Sony PS4,00:01:18,Not latest view,US (United States)
Brad,2018-08-18 11:33:47,00:00:25,,Boys Over Flowers: Volume 1: Episode 9,,Sony PS4,01:05:12,01:05:12,US (United States)
Brad,2018-08-18 11:33:42,00:00:01,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 11,,Sony PS4,00:00:01,Not latest view,US (United States)
Brad,2018-08-18 11:33:19,00:00:01,,Boys Over Flowers: Volume 1: Episode 11,,Sony PS4,00:00:01,Not latest view,US (United States)
Brad,2018-08-18 11:12:56,00:18:03,,Boys Over Flowers: Volume 1: Episode 9,,Sony PS4,01:05:11,Not latest view,US (United States)
Brad,2018-08-18 10:53:34,00:15:00,Autoplayed: user action: Unspecified; ,Boys Over Flowers: Volume 1: Episode 10,,Sony PS4,00:09:11,Not latest view,US (United States)
Brad,2018-08-18 09:49:08,01:04:21,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 9,,Sony PS4,01:05:12,Not latest view,US (United States)
Brad,2018-08-18 08:46:37,01:02:30,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 8,,Sony PS4,01:03:20,01:03:20,US (United States)
Brad,2018-08-18 07:42:56,01:03:40,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 7,,Sony PS4,01:04:30,01:04:30,US (United States)
Brad,2018-08-18 06:39:27,01:03:27,,Boys Over Flowers: Volume 1: Episode 6,,Sony PS4,01:04:17,01:04:17,US (United States)
Brad,2018-08-18 05:34:30,01:03:35,Autoplayed: user action: Unspecified; ,Boys Over Flowers: Volume 1: Episode 5,,Sony PS4,01:04:25,01:04:25,US (United States)
Brad,2018-08-18 04:31:29,01:02:53,Autoplayed: user action: Unspecified; ,Boys Over Flowers: Volume 1: Episode 4,,Sony PS4,01:03:43,01:03:43,US (United States)
Brad,2018-08-18 03:26:43,01:04:45,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 3,,Sony PS4,01:05:35,01:05:35,US (United States)
Brad,2018-08-18 02:17:25,01:09:05,Autoplayed: user action: Unspecified; ,Boys Over Flowers: Volume 1: Episode 2,,Sony PS4,01:09:34,01:09:34,US (United States)
Brad,2018-08-18 01:47:49,00:29:27,,Boys Over Flowers: Volume 1: Episode 1,,Sony PS4,01:07:55,Not latest view,US (United States)
Brad,2018-08-18 01:47:32,00:00:05,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 1,,Sony PS4,00:37:08,Not latest view,US (United States)
Brad,2018-08-17 23:49:18,01:37:45,Autoplayed: user action: Unspecified; ,The Mansion,,Sony PS4,01:37:45,01:37:45,US (United States)
Brad,2018-08-17 23:24:18,00:21:48,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 24,,Sony PS4,00:23:22,Not latest view,US (United States)
Brad,2018-08-17 22:35:55,00:48:19,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 23,,Sony PS4,00:50:55,Not latest view,US (United States)
Brad,2018-08-17 22:01:32,00:34:19,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 22,,Sony PS4,00:36:55,Not latest view,US (United States)
Brad,2018-08-17 21:26:57,00:32:43,,A Love So Beautiful: Season 1: Episode 21,,Sony PS4,00:35:19,Not latest view,US (United States)
Brad,2018-08-17 20:54:23,00:32:31,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 20,,Sony PS4,00:35:01,Not latest view,US (United States)
Brad,2018-08-17 20:21:54,00:31:24,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 19,,Sony PS4,00:34:00,Not latest view,US (United States)
Brad,2018-08-17 19:43:01,00:38:50,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 18,,Sony PS4,00:41:26,Not latest view,US (United States)
Brad,2018-08-17 19:01:38,00:40:06,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 17,,Sony PS4,00:42:44,Not latest view,US (United States)
Brad,2018-08-17 18:21:40,00:38:30,,A Love So Beautiful: Season 1: Episode 16,,Sony PS4,00:41:04,Not latest view,US (United States)
Brad,2018-08-17 17:47:04,00:34:33,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 15,,Sony PS4,00:37:11,Not latest view,US (United States)
Brad,2018-08-17 17:03:47,00:41:46,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 14,,Sony PS4,00:44:22,Not latest view,US (United States)
Brad,2018-08-17 16:25:43,00:38:00,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 13,,Sony PS4,00:40:37,Not latest view,US (United States)
Brad,2018-08-17 15:50:39,00:35:00,,A Love So Beautiful: Season 1: Episode 12,,Sony PS4,00:37:38,Not latest view,US (United States)
Brad,2018-08-17 12:59:01,00:36:06,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 11,,Sony PS4,00:38:44,Not latest view,US (United States)
Brad,2018-08-17 12:20:07,00:38:49,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 10,,Sony PS4,00:41:21,Not latest view,US (United States)
Brad,2018-08-17 03:13:43,00:39:17,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 9,,Sony PS4,00:41:53,Not latest view,US (United States)
Brad,2018-08-17 02:32:20,00:41:20,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 8,,Sony PS4,00:43:58,Not latest view,US (United States)
Brad,2018-08-17 01:43:05,00:47:18,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 7,,Sony PS4,00:49:58,Not latest view,US (United States)
Brad,2018-08-17 00:57:35,00:45:21,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 6,,Sony PS4,00:47:37,Not latest view,US (United States)
Brad,2018-08-17 00:16:46,00:40:42,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 5,,Sony PS4,00:43:20,Not latest view,US (United States)
Brad,2018-08-16 23:38:23,00:38:20,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 4,,Sony PS4,00:40:58,Not latest view,US (United States)
Brad,2018-08-16 22:57:12,00:41:07,Autoplayed: user action: None; ,A Love So Beautiful: Season 1: Episode 3,,Sony PS4,00:43:41,Not latest view,US (United States)
Brad,2018-08-16 22:25:21,00:31:48,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 2,,Sony PS4,00:39:48,Not latest view,US (United States)
Brad,2018-08-16 21:48:16,00:35:16,Autoplayed: user action: Unspecified; ,Boys Over Flowers: Volume 1: Episode 1,,Sony PS4,00:37:04,Not latest view,US (United States)
Brad,2018-08-16 21:42:35,00:05:30,,A Love So Beautiful: Season 1: Episode 2,,Sony PS4,00:08:00,Not latest view,US (United States)
Brad,2018-08-16 21:04:30,00:38:02,Autoplayed: user action: Unspecified; ,A Love So Beautiful: Season 1: Episode 1,,Sony PS4,00:38:02,Not latest view,US (United States)
Brad,2018-08-16 20:22:42,00:38:28,,Boys Over Flowers: Volume 1: Episode 1,,Sony PS4,00:38:28,Not latest view,US (United States)
Brad,2018-08-16 20:21:11,00:00:02,Autoplayed: user action: None; ,Boys Over Flowers: Volume 1: Episode 1,,Sony PS4,00:00:02,Not latest view,US (United States)
Brad,2018-08-16 19:39:22,00:41:38,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 35,,Sony PS4,00:43:26,Not latest view,US (United States)
Brad,2018-08-16 18:55:10,00:41:52,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 34,,Sony PS4,00:43:40,Not latest view,US (United States)
Brad,2018-08-16 18:13:31,00:40:21,,Meteor Garden: Season 1: Episode 33,,Sony PS4,00:42:09,Not latest view,US (United States)
Brad,2018-08-16 17:32:27,00:41:00,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 32,,Sony PS4,00:42:48,Not latest view,US (United States)
Brad,2018-08-16 16:32:53,00:41:26,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 31,,Sony PS4,00:43:14,Not latest view,US (United States)
Brad,2018-08-16 16:08:35,00:24:15,,Meteor Garden: Season 1: Episode 30,,Sony PS4,00:44:13,00:44:13,US (United States)
Brad,2018-08-16 13:47:07,00:18:10,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 30,,Sony PS4,00:19:58,Not latest view,US (United States)
Brad,2018-08-16 13:05:45,00:41:20,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 29,,Sony PS4,00:43:08,00:43:08,US (United States)
Brad,2018-08-16 12:36:30,00:29:11,,Meteor Garden: Season 1: Episode 28,,Sony PS4,00:42:47,00:42:47,US (United States)
Brad,2018-08-16 03:57:30,00:11:48,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 28,,Sony PS4,00:13:36,Not latest view,US (United States)
Brad,2018-08-16 03:15:36,00:41:50,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 27,,Sony PS4,00:43:38,00:43:38,US (United States)
Brad,2018-08-16 02:29:41,00:42:12,,Meteor Garden: Season 1: Episode 26,,Sony PS4,00:44:00,Not latest view,US (United States)
Brad,2018-08-16 01:47:48,00:41:42,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 25,,Sony PS4,00:43:30,Not latest view,US (United States)
Brad,2018-08-16 01:06:13,00:41:32,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 24,,Sony PS4,00:43:20,Not latest view,US (United States)
Brad,2018-08-16 00:24:35,00:41:34,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 23,,Sony PS4,00:43:22,Not latest view,US (United States)
Brad,2018-08-15 23:43:10,00:41:14,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 22,,Sony PS4,00:43:02,Not latest view,US (United States)
Brad,2018-08-15 23:02:36,00:40:30,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 21,,Sony PS4,00:42:18,Not latest view,US (United States)
Brad,2018-08-15 22:20:02,00:42:31,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 20,,Sony PS4,00:44:19,Not latest view,US (United States)
Brad,2018-08-15 21:36:26,00:43:32,,Meteor Garden: Season 1: Episode 19,,Sony PS4,00:43:32,Not latest view,US (United States)
Brad,2018-08-15 20:46:05,00:40:45,Autoplayed: user action: Unspecified; ,Meteor Garden: Season 1: Episode 18,,Sony PS4,00:42:33,Not latest view,US (United States)
Brad,2018-08-15 20:03:33,00:42:26,,Meteor Garden: Season 1: Episode 17,,Sony PS4,00:44:05,Not latest view,US (United States)
Brad,2018-08-15 19:20:57,00:42:24,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 16,,Sony PS4,00:44:12,Not latest view,US (United States)
Brad,2018-08-15 18:55:12,00:25:24,,Meteor Garden: Season 1: Episode 15,,Sony PS4,00:43:40,Not latest view,US (United States)
Brad,2018-08-15 10:37:36,00:35:28,,Meteor Garden: Season 1: Episode 12,,iPhone SE,00:37:16,Not latest view,US (United States)
Brad,2018-08-15 09:55:49,00:41:39,,Meteor Garden: Season 1: Episode 11,,iPhone SE,00:43:27,Not latest view,US (United States)
Brad,2018-08-15 09:11:37,00:44:12,,Meteor Garden: Season 1: Episode 10,,iPhone SE,00:46:00,Not latest view,US (United States)
Brad,2018-08-15 08:27:52,00:43:23,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 9,,iPhone SE,00:45:11,Not latest view,US (United States)
Brad,2018-08-15 07:45:43,00:42:08,,Meteor Garden: Season 1: Episode 8,,iPhone SE,00:43:56,Not latest view,US (United States)
Brad,2018-08-15 07:03:32,00:42:11,,Meteor Garden: Season 1: Episode 7,,iPhone SE,00:43:59,Not latest view,US (United States)
Brad,2018-08-15 06:22:24,00:41:07,,Meteor Garden: Season 1: Episode 6,,iPhone SE,00:42:55,Not latest view,US (United States)
Brad,2018-08-15 05:41:21,00:41:03,,Meteor Garden: Season 1: Episode 5,,iPhone SE,00:42:51,Not latest view,US (United States)
Brad,2018-08-15 04:57:46,00:41:28,,Meteor Garden: Season 1: Episode 4,,iPhone SE,00:43:16,Not latest view,US (United States)
Brad,2018-08-15 04:15:58,00:41:43,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 3,,iPhone SE,00:43:31,Not latest view,US (United States)
Brad,2018-08-15 03:28:39,00:41:34,Autoplayed: user action: None; ,Meteor Garden: Season 1: Episode 2,,iPhone SE,00:43:22,Not latest view,US (United States)
Brad,2018-08-15 02:44:18,00:42:55,,Meteor Garden: Season 1: Episode 1,,iPhone SE,00:42:55,Not latest view,US (United States)
Brad,2018-08-13 22:35:52,01:42:35,Autoplayed: user action: Unspecified; ,Ghostbusters 2,,Sony PS4,01:42:32,01:42:32,US (United States)
Brad,2018-08-13 21:02:24,00:42:40,Autoplayed: user action: None; ,Criminal Minds: Season 12: Red Light (Episode 22),,Sony PS4,00:43:20,00:43:20,US (United States)
Brad,2018-08-13 20:21:29,00:39:26,Autoplayed: user action: None; ,Criminal Minds: Season 12: Green Light (Episode 21),,Sony PS4,00:40:22,00:40:22,US (United States)
Brad,2018-08-13 19:40:39,00:40:49,Autoplayed: user action: None; ,Criminal Minds: Season 12: Unforgettable (Episode 20),,Sony PS4,00:41:27,00:41:27,US (United States)
Brad,2018-08-13 19:00:01,00:40:37,Autoplayed: user action: None; ,Criminal Minds: Season 12: True North (Episode 19),,Sony PS4,00:41:41,00:41:41,US (United States)
Brad,2018-08-13 18:01:13,00:43:24,Autoplayed: user action: Unspecified; ,Criminal Minds: Season 12: Hell's Kitchen (Episode 18),,Sony PS4,00:43:24,00:43:24,US (United States)
Brad,2018-08-13 17:21:06,00:40:06,Autoplayed: user action: None; ,Criminal Minds: Season 12: In the Dark (Episode 17),,Sony PS4,00:40:52,00:40:52,US (United States)
Brad,2018-08-13 16:38:38,00:42:26,,Criminal Minds: Season 12: Assistance is Futile (Episode 16),,Sony PS4,00:42:26,00:42:26,US (United States)
Brad,2018-08-13 16:38:24,00:00:01,Autoplayed: user action: None; ,Criminal Minds: Season 12: True North (Episode 19),,Sony PS4,00:05:13,Not latest view,US (United States)
Brad,2018-08-13 16:38:14,00:00:01,,"72 Dangerous Animals: Asia: Season 1: Wrong Place, Wrong Time (Episode 1)",,Sony PS4,00:00:01,00:00:01,US (United States)
Brad,2018-08-12 03:58:39,00:18:23,Autoplayed: user action: None; ,SWORDGAI The Animation: Part II: Episode 03,,Sony PS4,00:19:33,00:19:33,US (United States)
Brad,2018-08-12 03:38:29,00:20:09,Autoplayed: user action: None; ,SWORDGAI The Animation: Part II: Episode 02,,Sony PS4,00:21:17,00:21:17,US (United States)
Brad,2018-08-12 03:18:06,00:20:20,Autoplayed: user action: Unspecified; ,SWORDGAI The Animation: Part II: Episode 01,,Sony PS4,00:21:19,00:21:19,US (United States)
Brad,2018-08-12 03:13:05,00:00:02,Autoplayed: user action: None; ,The Office (U.S.): Season 9: Work Bus (Episode 4),,Sony PS4,00:00:02,00:00:02,US (United States)
Brad,2018-08-12 02:42:33,00:21:45,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 9: Andy's Ancestry (Episode 3),,Sony PS4,00:21:45,00:21:45,US (United States)
Brad,2018-08-12 02:20:46,00:21:46,Autoplayed: user action: None; ,The Office (U.S.): Season 9: Roy's Wedding (Episode 2),,Sony PS4,00:21:46,00:21:46,US (United States)
Brad,2018-08-12 01:59:04,00:21:40,Autoplayed: user action: Unspecified; ,The Office (U.S.): Season 9: New Guys (Episode 1),,Sony PS4,00:21:48,00:21:48,US (United States)
Brad,2018-08-11 00:42:07,02:24:08,Autoplayed: user action: Unspecified; ,Star Wars: Episode VIII: The Last Jedi,,Sony PS4,02:24:08,02:24:08,US (United States)
Brad,2018-08-09 18:16:09,00:04:10,Autoplayed: user action: None; ,Criminal Minds: Season 12: True North (Episode 19),,Sony PS4,00:05:14,Not latest view,US (United States)
Brad,2018-08-09 17:32:43,00:43:25,Autoplayed: user action: None; ,Criminal Minds: Season 12: Hell's Kitchen (Episode 18),,Sony PS4,00:43:25,Not latest view,US (United States)
